timestamp,returns,returns_predicted_1,returns_predicted_2
2025-03-01 01:00:00,0.0094793328401596,,
2025-03-01 02:00:00,0.0069568380258155,,
2025-03-01 03:00:00,0.00023589104749,,
2025-03-01 04:00:00,0.0114170738791792,,
2025-03-01 05:00:00,-0.0070699618558272,,
2025-03-01 06:00:00,-0.0067931050029853,,
2025-03-01 07:00:00,-0.003430167314387,,
2025-03-01 08:00:00,0.0066048313775826,,
2025-03-01 09:00:00,0.0004523399247511,,
2025-03-01 10:00:00,-0.0062452004105294,,
2025-03-01 11:00:00,-0.0023570711212258,,
2025-03-01 12:00:00,0.0019318013269278,,
2025-03-01 13:00:00,-0.0035117782098853,,
2025-03-01 14:00:00,0.0024563997144637,,
2025-03-01 15:00:00,0.0010950354578516,,
2025-03-01 16:00:00,0.0049660985906574,,
2025-03-01 17:00:00,1.733493927624785e-05,,
2025-03-01 18:00:00,0.0010492500934373,,
2025-03-01 19:00:00,0.0018296819862448,,
2025-03-01 20:00:00,0.0003316129274169,,
2025-03-01 21:00:00,0.0059979552134514,,
2025-03-01 22:00:00,0.0013191057126682,,
2025-03-01 23:00:00,-0.0004622359659697,,
2025-03-02 00:00:00,-0.0006005581177088,,
2025-03-02 01:00:00,0.0036886469101142,,
2025-03-02 02:00:00,-0.0073471943792536,,
2025-03-02 03:00:00,0.0024004393981382,,
2025-03-02 04:00:00,-0.0022837036190648,,
2025-03-02 05:00:00,0.002570955443307,,
2025-03-02 06:00:00,0.003922849029019,,
2025-03-02 07:00:00,-0.000414822432626,,
2025-03-02 08:00:00,-0.0052724884875029,,
2025-03-02 09:00:00,0.0025493583417846,,
2025-03-02 10:00:00,-0.0001538575626126,,
2025-03-02 11:00:00,0.0015735333722777,,
2025-03-02 12:00:00,-0.0017729796521612,,
2025-03-02 13:00:00,-0.0037977171514376,,
2025-03-02 14:00:00,-0.0064296451393649,,
2025-03-02 15:00:00,0.0290940943846247,,
2025-03-02 16:00:00,0.0454941447028502,,
2025-03-02 17:00:00,0.0272900980525145,,
2025-03-02 18:00:00,-0.01154224642018,,
2025-03-02 19:00:00,0.0064232215562922,,
2025-03-02 20:00:00,0.0095870819439933,,
2025-03-02 21:00:00,-0.002753024123319,,
2025-03-02 22:00:00,0.0030656178623411,,
2025-03-02 23:00:00,-0.0037259118496155,,
2025-03-03 00:00:00,-0.0077302608228259,,
2025-03-03 00:00:00,-0.0077302608228259,0.0025541309732943773,0.0018447721377015114
2025-03-03 01:00:00,-0.0030258113936277,0.0025841102469712496,0.0015820583794265985
2025-03-03 02:00:00,0.0019745131948374,0.002024975838139653,0.0015132245607674122
2025-03-03 03:00:00,-0.0061494099650477,0.002268779557198286,0.0015589441172778606
2025-03-03 04:00:00,0.0012956944244517,0.0025290707126259804,0.001365543925203383
2025-03-03 05:00:00,0.0044480914037459,0.0024310266599059105,0.0016820289893075824
2025-03-03 06:00:00,-0.0197864479779192,0.002606960479170084,0.0014519881224259734
2025-03-03 07:00:00,0.0110340218308999,0.0023862654343247414,0.0016680886037647724
2025-03-03 08:00:00,-0.0114117145398866,0.002243893453851342,0.0010486328974366188
2025-03-03 09:00:00,0.0058907817771254,0.0022208960726857185,0.0018423445289954543
2025-03-03 10:00:00,0.0066854129873399,0.002560843713581562,0.001982596004381776
2025-03-03 11:00:00,0.0018773300862544,0.0024348769802600145,0.0018032020889222622
2025-03-03 12:00:00,0.0032868856743482,0.0025396947748959064,0.0017801958601921797
2025-03-03 13:00:00,0.0051486647428604,0.0027669360861182213,0.002034829230979085
2025-03-03 14:00:00,-0.0405843246552019,0.0019380650483071804,0.0012239021016284823
2025-03-03 15:00:00,0.0043260899551706,0.0016952449223026633,0.0012620326597243547
2025-03-03 16:00:00,0.0011612178905988,0.002227470278739929,0.0012639404740184546
2025-03-03 17:00:00,0.0009778828956634,0.0017942856065928936,0.0012158637400716543
2025-03-03 18:00:00,-0.0339432983755332,0.0018349557649344206,0.0005637398571707308
2025-03-03 19:00:00,-0.0174157919622427,0.0013098932104185224,4.963683750247583e-05
2025-03-03 20:00:00,0.0031851214823501,0.0010605007410049438,2.379340003244579e-05
2025-03-03 21:00:00,-0.0095947595355042,0.0007975195767357945,-0.00015676007024012506
2025-03-03 22:00:00,0.0188449213530426,0.001075102249160409,-0.0001511971786385402
2025-03-03 23:00:00,-0.0079898878966776,0.000869604351464659,0.0004812861152458936
2025-03-04 00:00:00,0.0001082642202827,0.0006511510582640767,2.9028451535850763e-05
2025-03-04 01:00:00,-0.031940299835814,-0.00020332905114628375,-0.0005830438458360732
2025-03-04 02:00:00,0.0083642999744173,0.0006281661335378885,-0.00032628493499942124
2025-03-04 03:00:00,0.0006738458587134,0.0003567507374100387,-3.979005850851536e-05
2025-03-04 04:00:00,-0.0058740281696006,9.434620733372867e-05,-0.000625776534434408
2025-03-04 05:00:00,0.008376001408797,0.00020277558360248804,-0.0005796988261863589
2025-03-04 06:00:00,-0.0049051349916076,-3.544043283909559e-05,-0.0005438062362372875
2025-03-04 07:00:00,-0.0085622003292795,-0.0001814669813029468,-0.0004191491170786321
2025-03-04 08:00:00,0.0087830761344387,-3.12289921566844e-05,-0.00031901898910291493
2025-03-04 09:00:00,-0.0014794454372023,-0.0001611139450687915,-0.0004378504236228764
2025-03-04 10:00:00,0.0023687907202982,0.000143795448821038,-0.00016229503671638668
2025-03-04 11:00:00,0.0001073501422739,0.00042177425348199904,-0.0007778080180287361
2025-03-04 12:00:00,-0.0017375264471466,0.0005321657517924905,-0.0001425307709723711
