returns,timestamp
0.0034287652297733118,1704070800.0
-0.0010861972483614535,1704074400.0
-0.006009664565979844,1704078000.0
0.001569764817718644,1704081600.0
-0.00381435491323745,1704085200.0
0.004341368937819334,1704088800.0
0.0013598113525412625,1704092400.0
0.0018825514541986887,1704096000.0
0.001997910003064707,1704099600.0
0.0015373418390174365,1704103200.0
-0.00022597482750208453,1704106800.0
-0.0005434687618932621,1704110400.0
0.0017923437549784982,1704114000.0
-0.0027655949026776927,1704117600.0
0.0037197122110159686,1704121200.0
-0.0012395092547741182,1704124800.0
0.002138990011281372,1704128400.0
0.007033465590353005,1704132000.0
0.009494026362924401,1704135600.0
0.0034021202589207267,1704139200.0
-0.001821571980488268,1704142800.0
-0.001470095060711718,1704146400.0
0.014159729559367396,1704150000.0
0.020820729281150196,1704153600.0
-0.004133504248169717,1704157200.0
0.011470365488278844,1704160800.0
0.0005117873277569185,1704164400.0
-0.0045129142567791325,1704168000.0
-0.00023281957813092724,1704171600.0
0.001414611098168983,1704175200.0
0.005074395795451325,1704178800.0
0.0066409849406390276,1704182400.0
-0.0019643805182372187,1704186000.0
-0.0032301364553199985,1704189600.0
-0.0026594385764935335,1704193200.0
-0.0023991979693764875,1704196800.0
0.008066047653021435,1704200400.0
-0.009711457333173468,1704204000.0
-0.001207538180087231,1704207600.0
0.0039011144992056046,1704211200.0
-0.0077136317546788735,1704214800.0
0.0028280313348543196,1704218400.0
-0.001988979124802448,1704222000.0
-0.004796429345046205,1704225600.0
0.004985379796073053,1704229200.0
-0.001493767317400696,1704232800.0
-0.001205064499679942,1704236400.0
0.0043635054765629455,1704240000.0
0.0036805753114979023,1704243600.0
-0.0007372259356980271,1704247200.0
-0.0003406750576770978,1704250800.0
-0.0015629447048440825,1704254400.0
7.606119849512538e-06,1704258000.0
0.0036923109368516283,1704261600.0
-0.006615234458087094,1704265200.0
0.003302466907064039,1704268800.0
0.003106521976737886,1704272400.0
-0.003955668331284912,1704276000.0
-0.032624551994185236,1704279600.0
-0.021568530520271634,1704283200.0
-0.006549807600715107,1704286800.0
-0.005282558965736706,1704290400.0
0.017629218280415415,1704294000.0
0.00027074278100269744,1704297600.0
-0.003785558183633242,1704301200.0
-0.01239809158575822,1704304800.0
0.006791126650145474,1704308400.0
0.004102006686816484,1704312000.0
0.0034855433691618476,1704315600.0
-0.004121839286944429,1704319200.0
0.002113266554865545,1704322800.0
0.0013339869677981842,1704326400.0
-0.0035266359548394854,1704330000.0
0.010707460613545106,1704333600.0
-0.001884453291988275,1704337200.0
0.0014358704908230546,1704340800.0
0.0006593724699102133,1704344400.0
-0.00044965805105323664,1704348000.0
-0.008153741171129214,1704351600.0
0.0010336830585127021,1704355200.0
0.003879596066550528,1704358800.0
0.001533228371720874,1704362400.0
0.0022555061257898412,1704366000.0
0.004591167013745512,1704369600.0
0.0007319277992008377,1704373200.0
0.004694165728822641,1704376800.0
0.010913453195371847,1704380400.0
-0.003815713266588694,1704384000.0
0.0020304296953386203,1704387600.0
0.0015207786684783287,1704391200.0
-0.002102938889642636,1704394800.0
0.004469787359415056,1704398400.0
0.005376664702697154,1704402000.0
-0.0024574308217625296,1704405600.0
-0.003208564346501297,1704409200.0
0.001521380230788516,1704412800.0
-0.019869495061944353,1704416400.0
0.003837973247624804,1704420000.0
-0.0011153308212380475,1704423600.0
0.002558625860697772,1704427200.0
0.0011714010493890648,1704430800.0
0.004487532019297191,1704434400.0
-0.0009732520001357603,1704438000.0
0.002581643748138074,1704441600.0
0.005672512997675128,1704445200.0
-0.011695048720307799,1704448800.0
0.002870315107588395,1704452400.0
0.0026317904407984205,1704456000.0
