timestamp,open,high,low,close,volume
1714521600.0,60612.921875,60763.9296875,60028.41796875,60205.0,0
1714525200.0,60183.35546875,60314.19921875,59842.71875,60046.0390625,252477440
1714528800.0,60066.85546875,60091.3671875,59546.796875,59856.140625,0
1714532400.0,59857.140625,60197.79296875,59857.140625,60180.30859375,162103296
1714536000.0,60169.0078125,60255.40625,60141.25390625,60200.47265625,147656704
1714539600.0,60207.921875,60245.8515625,59905.1953125,59940.43359375,999424
1714543200.0,59946.0078125,59966.22265625,59534.31640625,59568.12890625,414912512
1714546800.0,59464.01953125,59464.01953125,57068.4140625,57405.6328125,4782424064
1714550400.0,57435.5078125,57485.60546875,56564.9140625,57030.30078125,2024251392
1714554000.0,57052.7578125,57494.11328125,56989.9765625,57111.60546875,249409536
1714557600.0,57073.015625,57654.8203125,56830.6640625,57654.8203125,515887104
1714561200.0,57701.38671875,57842.08984375,57444.47265625,57842.08984375,0
1714564800.0,57836.85546875,58203.66015625,57696.2734375,57908.48046875,0
1714568400.0,57921.25390625,57932.8125,57254.25390625,57254.25390625,347557888
1714572000.0,57223.6953125,57494.2890625,57080.1796875,57485.953125,0
1714575600.0,57423.109375,57423.109375,56671.84375,56792.8203125,109387776
1714579200.0,56811.08984375,57321.0390625,56723.39453125,57019.67578125,0
1714582800.0,56974.08984375,57563.05859375,56715.828125,57455.9140625,0
1714586400.0,57438.0703125,59368.5,57427.98828125,59071.359375,3254931456
1714590000.0,58859.73828125,59147.85546875,56858.4375,56858.4375,757231616
1714593600.0,56968.37109375,57447.93359375,56708.796875,57369.96484375,0
1714597200.0,57304.26171875,58045.9375,57209.828125,57859.609375,417804288
1714600800.0,57828.0625,58063.58203125,57807.7109375,57824.15234375,0
1714604400.0,57758.0859375,58421.46484375,57750.81640625,58288.07421875,378789888
1714608000.0,58267.6796875,58498.87890625,57633.42578125,57741.1640625,623411200
1714611600.0,57711.73046875,57819.0859375,56947.76171875,57038.55859375,619028480
1714615200.0,57161.0703125,57533.3359375,57133.21484375,57410.43359375,0
1714618800.0,57409.54296875,57627.296875,57355.1640625,57453.26953125,925696
1714622400.0,57394.0078125,57570.62109375,57261.859375,57329.78515625,0
1714626000.0,57327.97265625,57464.43359375,57200.69140625,57440.5078125,88195072
1714629600.0,57438.39453125,57670.30078125,57378.9609375,57592.5390625,0
1714633200.0,57591.76953125,57843.8984375,57591.76953125,57628.6328125,0
1714636800.0,57629.18359375,57935.42578125,57629.18359375,57810.32421875,0
1714640400.0,57816.7421875,57856.39453125,57648.4921875,57768.71875,0
1714644000.0,57778.734375,57868.71484375,57588.890625,57791.140625,0
1714647600.0,57833.21875,58609.75390625,57833.21875,58557.0078125,1046921216
1714651200.0,58549.765625,59065.203125,58460.578125,58576.5546875,878399488
1714654800.0,58546.58984375,58771.1171875,58256.19140625,58439.15625,0
1714658400.0,58441.8671875,59274.38671875,58309.59765625,59110.0078125,652496896
1714662000.0,59054.89453125,59405.015625,58987.53515625,59241.515625,21831680
1714665600.0,59259.609375,59259.609375,58982.40234375,59051.17578125,0
1714669200.0,59024.33203125,59251.859375,58982.359375,59236.58984375,0
1714672800.0,59206.578125,59562.57421875,59008.47265625,59445.54296875,0
1714676400.0,59404.73828125,59404.73828125,59065.10546875,59231.609375,0
1714680000.0,59368.45703125,59429.11328125,58727.6796875,58773.921875,0
1714683600.0,58751.71875,59522.26171875,58751.71875,59121.5078125,0
1714687200.0,59123.1171875,59425.06640625,59121.31640625,59328.3125,0
1714690800.0,59343.35546875,59373.79296875,59113.69140625,59113.69140625,0
1714694400.0,59087.4921875,59128.94140625,58851.484375,59048.8515625,0
1714698000.0,59053.3203125,59490.84375,59040.80859375,59359.3046875,0
1714701600.0,59336.19921875,59928.90234375,59302.40625,59561.47265625,26249216
1714705200.0,59557.21484375,59992.25390625,59557.21484375,59740.55859375,431472640
1714708800.0,59736.5859375,59825.6015625,59573.72265625,59585.7734375,0
1714712400.0,59608.1484375,59622.6171875,59496.875,59524.203125,0
1714716000.0,59539.14453125,59553.0078125,59274.48828125,59274.48828125,0
1714719600.0,59283.90234375,59420.6796875,59115.4296875,59179.00390625,16949248
1714723200.0,59186.26953125,59392.4140625,59146.7265625,59244.4921875,0
1714726800.0,59231.38671875,59574.38671875,59231.38671875,59504.0,0
1714730400.0,59495.59765625,59495.59765625,58892.45703125,59036.72265625,0
1714734000.0,59044.8046875,59397.95703125,58887.67578125,59281.33203125,0
1714737600.0,59285.08984375,60693.3359375,59013.984375,60693.3359375,569040896
1714741200.0,60645.46875,61737.734375,60572.3828125,61662.1953125,2481596416
1714744800.0,61699.7265625,62039.96484375,61431.18359375,61660.2265625,488306688
1714748400.0,61648.47265625,61766.8515625,61380.83203125,61766.8515625,0
1714752000.0,61698.07421875,61997.82421875,61582.10546875,61674.0625,332652544
1714755600.0,61693.65625,61952.2421875,61576.3671875,61852.609375,0
1714759200.0,61837.90625,61984.40625,61750.46875,61821.20703125,0
1714762800.0,61832.6796875,62025.58984375,61642.3515625,62025.58984375,0
1714766400.0,62105.0390625,63172.9375,62013.14453125,62860.75,1153718272
1714770000.0,62903.46484375,62948.828125,62425.1015625,62593.28125,0
1714773600.0,62774.14453125,63023.6015625,62731.97265625,62858.1484375,229607424
1714777200.0,62838.44140625,63240.93359375,62828.5625,62889.01953125,320907264
1714780800.0,62911.71875,63199.1015625,62839.703125,63123.515625,0
1714784400.0,63137.453125,63558.10546875,62870.0703125,62914.22265625,228624384
1714788000.0,62903.953125,62905.6171875,62638.41796875,62705.02734375,0
1714791600.0,62707.37890625,62887.16015625,62692.76953125,62722.58984375,0
1714795200.0,62736.6796875,63122.78515625,62719.03125,63122.78515625,155394048
1714798800.0,63074.6640625,63400.0859375,63015.64453125,63383.40625,141899776
1714802400.0,63404.625,63404.625,62970.3203125,62985.30078125,0
1714806000.0,62986.89453125,63128.140625,62942.1015625,62985.26953125,0
1714809600.0,62981.7578125,63218.25390625,62972.05078125,63155.22265625,0
1714813200.0,63171.8828125,63292.6875,63090.19921875,63152.83984375,0
1714816800.0,63189.7109375,64290.63671875,63140.828125,64290.63671875,649922560
1714820400.0,64446.61328125,64464.6875,63796.58203125,63866.68359375,916570112
1714824000.0,63875.61328125,64025.62109375,63811.859375,64009.7578125,0
1714827600.0,64077.265625,64144.16015625,63510.13671875,63747.8828125,0
